date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:59:30	8472/8472	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Apr%202021%2005:45:08%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/fonts/Interest.woff	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/fonts/Interest.woff	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/Interest.css)
01:59:30	12304/12304	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2001%20Apr%202021%2005:45:08%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/fonts/Interest.ttf	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/fonts/Interest.ttf	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/Interest.css)
01:59:31	83165/83165	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Apr%202021%2005:45:08%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/fonts/Interest.svg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/fonts/Interest.svg	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/Interest.css)
01:59:31	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Feb%202023%2023:59:35%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/css/Interest.svg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/css/Interest.svg	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/Interest.css)
01:59:32	4976/4976	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Dec%202019%2020:02:06%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/css/owl.video.play.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/css/owl.video.play.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/owl.carousel.min.css)
01:59:33	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Feb%202023%2023:59:36%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/css/mCSB_buttons.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/css/mCSB_buttons.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/jquery.mCustomScrollbar.css)
01:59:33	778452/778452	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Mar%202021%2023:53:54%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/bg/1.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/bg/1.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/preset.css)
01:59:34	1277/1277	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Jan%202021%2020:03:42%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/bg/2.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/bg/2.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/preset.css)
01:59:34	13593/13593	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Apr%202021%2001:50:30%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/bg/6.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/bg/6.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/ignore_for_wp.css)
01:59:34	6203/6203	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Mar%202021%2020:54:46%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/bg/3.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/bg/3.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/theme.css)
01:59:35	1055/1055	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Mar%202021%2017:53:32%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/bg/4.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/bg/4.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/theme.css)
01:59:35	1028/1028	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Apr%202021%2019:23:16%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/close.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/close.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/theme.css)
01:59:36	715556/715556	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Apr%202021%2021:07:54%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/bg/5.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/bg/5.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/light.css)
01:59:37	13232/13232	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Apr%202021%2001:56:04%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/bg/7.png	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/bg/7.png	(from https://themewar.com/html/bittanto/onepage/dark/assets/css/light.css)
01:59:37	110115/110115	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2017:19:14%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/blog/5.jpg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/blog/5.jpg	(from https://themewar.com/html/bittanto/onepage/dark/single_blog.html)
01:59:38	60958/60958	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2017:44:50%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/blog/6.jpg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/blog/6.jpg	(from https://themewar.com/html/bittanto/onepage/dark/single_blog.html)
01:59:38	5754/5754	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2018:12:20%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/author/4.jpg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/author/4.jpg	(from https://themewar.com/html/bittanto/onepage/dark/single_blog.html)
01:59:39	4643/4643	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2018:12:40%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/author/5.jpg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/author/5.jpg	(from https://themewar.com/html/bittanto/onepage/dark/single_blog.html)
01:59:39	5426/5426	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2018:12:46%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/author/6.jpg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/author/6.jpg	(from https://themewar.com/html/bittanto/onepage/dark/single_blog.html)
01:59:40	102707/102707	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2019:52:56%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/folio/13.jpg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/folio/13.jpg	(from https://themewar.com/html/bittanto/onepage/dark/single_folio.html)
01:59:41	84115/84115	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2019:53:14%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/folio/14.jpg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/folio/14.jpg	(from https://themewar.com/html/bittanto/onepage/dark/single_folio.html)
01:59:42	65276/65276	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Apr%202021%2019:53:50%20GMT	https://themewar.com/html/bittanto/onepage/dark/assets/images/folio/15.jpg	C:/Os%20meus%20Sites/portifolio/themewar.com/html/bittanto/onepage/dark/assets/images/folio/15.jpg	(from https://themewar.com/html/bittanto/onepage/dark/single_folio.html)
